id,text,sentiment
1317531567,HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,1
bf445ae759, that sounds awesome..,1
79a3f22848,{cont} that right their is why fake btches shouldnt mess with Real ones... ahhh I love it Real btches excite me,1
a44a46524f,Im only failing 1 class.... Algebra 2 **** it that **** is hard!,0
d965ea7618,is liking this feeling,1
7dc906d5a1,"Omg, watching Hollie Steel`s crying is so so painful  #bgt",0
57422e056c," So I guess if the couple sees its ceremony as valid, it is valid, the community be damned  .",0
de3d07a1e8,Apperently ea knows my copy of the sims 3 is not legit and is upset,0
5419aaf31e,Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,1
f7bb505276, phil! I miss you gracin ya with your presence I haven`t been on much  what`s new?,0
001d96a451,Graduating from high school tonight  im kind of sad..,0
643442601d, Thanks for the follow man,1
0d42e45de5,found rollo! and got happy  hmmm.. guess i really do need to be inserted back into the matrix 0_o,1
7cf5f75c91, Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,1
ac2fe45147, cheer up buttercup! Rain will go away and hearts always mend. I can actually bet $ on that!,1
126d5e686c, http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,1
2f0a757f0b,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I`ll do the work tops,0
8a50e910f9,_bach Thank you for YOUR positive energy + contributions here!,1
ef329bc827,Momma martini went food shopping without me!!!!,0
c0a2d8f63d,Bushidokan class got canceled.   I`ll just have to sign up for karate someplace else!!,0
a1ca634afc, 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3.,0
a654d0a06a,my teeshirt is faaar too small for me but i like it too much to stop wearing it,1
ecbb78f0d1," in anticipation of him making me a cup of tea, I`m agreeing. Now it must happen!  No, he is awesome.",1
0541e800e0,I know I shouldn`t be saying this but **** it..I`m **** as hell,0
ff284ea0ba," Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  ****",1
c4db821ee7,**** week all **** week  off to the gym now with the worst headache.,0
092bb0deab,soo sick. i hate my life,0
c223721eed,I`m siiiiiickkk  I dun feel good!!,0
9f1c41b48c, (((HUGS))) back to you - you also have that look!,1
209889dbb5,I`m so tired. I don`t get how I am. I sat on the lawn mower and didn`t push the whole **** thing.,0
30d43850d5,I`m soooo bored. just **** got a new phone and called my man but hes busy and one else bored???,0
f2f05cbdae, oh sweet! I`ll definitely check it out when I get the chance...,1
d921c7e00e," Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",0
7e0ce415f6,"mothers day, happy mothers day mom",1
d3994c8a1b," Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",1
ad781dc5a0, I LOVE IT!!!!!!!!!!!!!!!!!!!!!! I ALSO LIKE THE NEW PROFILE PIC!!!!!!!!!!!!!!!!!!!!,1
b448bff0e8," awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",1
b9078fdb88,i have so much homework  i think i am going to hide in a corner and cry.,0
f3b1420f6e,"had the best mother`s day! breakfast, shopping and lunch, drinks, chocolate galore!",1
c032dbb896,live long and prosper  #fb,1
041ab65625,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,0
a38a1338cc,Loving my boys,1
7a9b182d1e," I`m an iPhone owner, so I don`t really have a choice on which media player I use. FYI Apple makes terrible Windows software",0
87e7c38d7c,  What`s wrong with her?,0
c7bf9d8b3b, Thanks hon. #Migraine went away then came back.,1
453c9e618b, Thank you for the follow friday love,1
02c004bc2d,I am tres depressed,0
3addf33859,Liam peed in the potty!!,0
cd378b09d0,Not to mention hw fat ima get frm wrk n here.,0
3058a9caff,Happy Bank Holiday,1
f44f383125,feels not good at all,0
a6efc31fe8,studying out of spite. whatever.. Wonderful unforgettable weekend with DC,1
d57619cff1,i need to write really bad. can someone go get my diary from my flat for me,0
5afbb812b7,"I`ve got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that.",1
a375dccbbc,On my way to work! I`m runnin late and I`m sooooo tired!,0
e4ecd62689,My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,0
5a835ac93c, Don`t worry. You`ll be 38 soon,0
c91f01a8b3," - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",1
749cdf596f,Trance or Drum`n`Bass are awesome for working!!  *dances it out*,1
8bac7062ac,I have the immense pleasure of being entertained by Pride & Prejudice for the 3rd time and I must say that I find it very much agreeable,1
b54cf2bb2a,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.',0
a2dba49f39, - so sweet  why aren`t you out livin` it up this saturday night?,1
3e7bbe922c,My student just walked in balling.  She just witnessed her dog getting hit on the street.  I don`t know what to do to cheer her up.,0
e5b86c0cac,"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",0
83eeed4e54,Luv you sissy,1
e5610b321d," dude, i didn`t know it was a personal experience. sorry something like that went down",0
3a1db9b683,ugh! looks like it can rain any min now,0
d371c733a5," yeah, now ranga makes sense",1
89cd7f2945," 'arrest her' or, anything ending in -est that can be done to her.",0
d46c824953, she was performing at the lifeball in vienna this year but unfortunately i didn`t get the chance to see her.,0
384d65bc27,can`t believe he has to wait till October to see 'Up!' when Americans get to see it this weekend.,0
6a8700208c, i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby,0
da4a26cd96,So  is on SNL tonight! it`s going to be a HILARIOUS,1
78c5947dd7," Rest is important, but like everything else don`t over do it.",1
e51529e319,****. My friend`s in such a state and I don`t know how to help him. Nothing I say seems to be helping and I wish I knew what to say,0
9bc6dac59c,likes cheerios and scones in the morning,1
a6410241b8," good job at the logies this year. Hell funny, and you`re right about the baggin the logies tradition... so very Aussie!",1
1a3ea78c2b, I love Broughty Ferry,1
24f443230e,people with mustaches get super powers and mustaches. no fair.,0
aa15529894, why you never answer me..  wath i say to you,0
44c2f80914, YAY! Busy is good,1
9fc2217d38,back from school  daily show was amazing  gonna watch it again later i think xD,1
9feac012d5,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,0
57ed1bb202, hey thanks mate your cool coz you watched it...,1
2e458dfd17,"About to pik out my hair, braid it up, scrub off my make up and relaxxxx.... tonight was fun",1
5cdb59a9fe,didnt do my devos...  hopefully my day doesnt suck because of it.,1
a5e47d75c0," Please send me those youtube links, Erin watched most of them but I was cooking and didn`t get to see the cowboys",0
8bd29292c7,"late for   sick kid at home, hope she feels better later tonite",0
c8b49e9b2c,  We`ll miss you  #Sixx?,0
3a0e81d7de,Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,1
160e7b14cd, it looks like you have a lot of fun with lady gaga,1
d93cf1f1f3," Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :``( please forgive me  I`m sorry <3",0
8a6cdf6832,watching Army Wives and it always makes me cry,0
ef22d695fd, I`m here if u need to vent!,1
002b067f3f,Happy Mother`s Day to all my favorite moms.,1
95dbb10a09,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,1
c573f1463f,Night Night Everyone.    HAPPY MOTHERS DAY to all mothers,1
9ad63aa696,i have much to learn,1
367029df78, yeah   but I`m jus glad the thunder stopped .,1
03ad8abb99, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,1
5dbe01a708,hates these khaki pants! project to do todayy,0
1cc39a6797,Yay! Go wyattt your totally amazing`!`! Im So happy for you.  yay,1
a732d0a8eb,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,1
7266841273,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...,1
2d8d4624f2, Im pleased hun,1
03fcc80e39, sadly that is so true,0
28b7c4e7a3, Oh no! Hope it`s not as bad as it sounds!,1
ced1083324,hey guys y did the sun make my day gloomy?,0
6874560c49," that happened to me so often, i hated it. every time i moved to a username that i thought i`d love, i moved soon after.",0
0fcb5f9931,UP is the saddest movie i`ve ever seen,0
0fb909927b,Freaking #2 horse crushed my dreams!  Tear.....,0
f9f01177e8,upset.. friday night crying!,0
8ee915a9e0,No show tonight  No plans. Ughhhh.,0
c636f8ff3a,just came bak from dancing with my NEEWWWW cd  haha im dancing again,1
ee9db39840,Huh  ? What`s wrong with UNIX environment dev`s ?,0
fbfcbbfeb6, yaaaaaay i get to see you too   looking forward to cupcakes and fun.,1
2736c303b4,"finally friday , but still grounded till next thursday    -- stereos = life <333",1
501fcb3256, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,1
787a0ada33,All moved in to our new apartment. So exciting,1
f643095ba3,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,0
67c2fe7e7d,"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;",1
1f135109a0,hopefully today will work in our favor,1
b9ab51bfb9,ugh. i just want things to go back to normal. i miss my best friend,0
5a64bba465,I have so much stuff in my car that I can just feel my MPG going in the toilet.,0
b906d9967e,_AliceV No  None in the house and I`m not sure i should drive to the coffee stand. It`s worse than I thought it would be.,0
e95515f546,Creased my nikes!!  ohh well... http://twitpic.com/66zfd,0
a3125b3dc1,HES BACK!!!!! OH NOES!!!! have you missed me?  Work has been insane and the band has really taken off so i haven`t had a moment to myself,0
60a30f4402," haha we just say two weeks, but please do continue with the BrE it`s great",1
aa879ff3ad,"Roast was yummy, I think mum was impressed!!!",1
16192d3422,Honza takes his flight back to the Czech Republic in the morning  I`m really going to miss him.,0
c811396dc2,Layin n bed with a headache  ughhhh...waitin on your call...,0
e7f2b44a1f,I totally forgot my phone at home this morning,0
b29c3ad87f,Poltergeist! In my house,0
75357bd8dc,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it 'X' and got suspended & had to give a public apology,lol",0
5dae78c746,Chilling at home,1
17b01c6aff,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",1
b44f09c005,I`m still pumped from the concert saturday. 17/7/09 here i come,0
24cb365662,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,1
c213900189,Another nice day again! Working in Goderich today so I can walk & enjoy the weather,1
f5c91fd937,SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.,0
f501022778, What do you mean by your portfolio is sad?  No luck here.  I`ve applied about 30 places so far.,0
df398a774e,"  alright...I`m going to get off comp now, go back to ur party  be safe  & have fun!",1
ecfc3c4122,I am beginning to think sun blcok is a haox.,0
80ea9ba96f,had a lovely breakfast with mum...yummy pancakes,1
2eead4ff7b,school..  i wish it would just end already!,1
a0577b9f07,Hates being sat around alone on a Friday night. big sad old loser,0
f67d5f3243, shud up! lol my device thing doesn`t work,0
fac362e16d, so cool! if only i could call! my phone won`t let me calll the number!,1
0336267c06,Everyone on the eastcoast... the rain hates us  let`s just all fly to Cali. LOL,0
e12555fdc2,"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt",0
3570ecbc75," hi there, nice to meet you.  I am new to twitter and I guess you are too?",1
bb3ef3c925, thanks anyway,1
6f57697455,taking sad to a whole new level,0
0345e7e526, dohh! is it old? I had never heard it.. I`m so last year..,0
9be60c1b72, The problem is that I`m not finished with it  But I have logged in mass hours this week on it. And i`m not being paid! POP!,0
6f4f24aac8, Thank you  and hope you are having a great day,1
e07c4058ae,Wishing the rain would stay away for a while so that I can go to the pool,1
fc16472bdf,Sick kid trumps advance planning.  Bummer,0
c627db4613,getting my phone back this week  yeeeewww,1
dfa1ef3981," I had mailed  for something, you got the e-mail, I didn`t which should probly mean I won`t get it",0
b1e9db3db7,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",1
b0a8409de9, TY my friend. Yes ur right.... a daughter is a daughter forever.,1
8bd5b460ae, omg wtf why is there a **** site following me?!,0
dc3d5910c6, Have a great night!,1
0ac891678a, OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,1
3c3ff93959,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,1
57721b67b0,"At work surprisingly happy all things considered, ahhhh loveliness",1
a8c7169a40,Im so down! The AC in my house just broke,0
a43107c5d8, aww. I hope you feel better soon.,1
f34ce06348,_Joelted i will definately be there tomorrow,1
4da8b3dd3a,I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,0
09abcd85b9,I wanna go see the cab really bad.,0
121fabafd5,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",0
10b3055e25,i <3 my new picture! its so pretty with the reflecting sunlight on the leaves!,1
eff041311d,Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!,1
63a08190fe,Sneezing hurts my back.,0
d7f35455a1," Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we`ve got Dog stuff to do Sunday",1
4d22024a1b, Sorry we couldn`t get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,0
54101c730f,$RZ Hope so.  Time will tell.  Good luck   $$,1
a8d58cc661,woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.,1
5386764f06,_violence heyyyy babyy,0
5c7180944c,msn-ing. no school  shouldn`t there be more bank holidays? x,1
eb25b75a9c," It has, however, got me out of doing the gardening - something for which I am eternally pleased",1
e9078654cc,Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted),0
13fccb0fb5,I`m at work and I`m still sick and I`m really pissed off about Sunday!!!,0
da8a88b872,yay mothers day  i love mi madre,1
8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,1
1adaa3519d,"Happy Mother`s Day to all the mommies out there, be you woman or man as long as you`re `momma` to someone this is your day!",1
c62f84fdc8,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,0
a131a1faaa, we r the lost troopers. But I want to know,0
0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",1
4535057b87, Yahoo ! Great! Always nice to hear successful stories!,1
432c5723eb,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete",0
51e04670a5,But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,0
b09362ee8e, Im not bannished... but I am at work till 6,0
6899d5b37c,Here`s a definition of network neutrality for those who may be interested  http://tinyurl.com/ls4qn,1
daa5b8c7f3,"going to work at one sucks, I miss happy hour at sonic",0
b36197ce92,Crisis: forgot my fringe comb  I`m with men....no one will help me,0
0e42574a27, Aw how come ur up so early? love ur youtube vids btw,1
f3912c1463,"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",1
48862453f0,I have a broken wrist,0
b2fcf4582c, awww cuuuute  Newborns are so fun!,1
cd549c7d0c,Plans were taking flight to go out tonight but they`re now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,0
74f8315d8a," Wow, that is good  I`m on Mac too with XP via Parallels if you ever need a tester ;)",1
3333672c6e,_beanz **** sorry to hear that tina...,0
a717783c80,at work getting a quick bite to eat before having to kill my wrist self addressing 500 envolopes,0
d107a76c20," awwww  I`ll be waiting then, hope it doesn`t rain",1
7fe63b6a43,now i`m awake i can`t get back to sleep,0
51ddb4abcf,Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,0
3fb4b29093," Oh no, that doesn`t sound good! better get it checked out.",0
eb798a7ab5,Just woke up and feels so **** lazy  time to work out damnit!,0
632c62fdb2,_Honi Might be cute to do a little picture book called 'The little book of boring',1
23a614d341,http://twitpic.com/67ofz - ugh grosss,0
cff86776c3,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,0
c27cdfd057, haha... sorry  she should be in the whole like two people  follows,0
b07a7765fd," It Was The Best Evar & My First,, You Didnt Awnser Any Of My Questions  xoxo",1
bc7631ecb3,_sl happy sunday to you to,1
67b21ecb00, Haha I like that. You`re actually saying thanks to the bots! Never looked at it like that.,1
e7567d973d, finally -- someone recognizes my genius,1
73c39ec06b,Really wish I could have gone to  this weekend,1
43abce9b48,"And here goes my first Twitter from #TwitterBerry Application from my #BlackBerry Bold 9000..  Cheers, long live.. #SMR",1
eee8f9c860,Stuck in traffic on the 91 on the way to costa mesa,0
5a7c51d790, someone came in when I was sleeping off my national passtime and turned me human,1
e9e535e13b,Wonders why its so hard for me to concentrate...,0
34522a55d8," ohh yeahh (: i`m probs gonna be a loner to start with, thanks to the person i was gonna go with be a ****",0
a6ffb21858,Hellooooooo... Whats the scene people !!!,0
566e692306, Happy STAR WARS Day,1
2012705b97,  And it`s only downhill from now until Labor Day!,0
689d5ce26c," well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",1
fa31b75c55, OMG are u still naked 1313 XDD omg i miss you so muuch,0
e6305a23b2,"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother`s Day mom!!",1
37ea00e317,Morning People!  Just woke up now!,1
52d8a83d34," Trust me, that`s a GOOD thing. Your 40-something self will thank you.",1
0f662a3fad,"Phone disconnects my internet. Right in the middle of an uber.  Also, first Tweet from inside of Steam.",0
a52e221821, oh cool you are coming to berlin    ! ! !,1
8a60acff0f,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,1
05e37864e2,i`m soooo tired i have to study for all of my subjects ..... history is gonna be SO hard!!!! >.< help me!,0
b1a2c1b94c,Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,0
9a40490437, bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,1
d92016105e,"The top 5 words I`ve tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that`s really quite nice",1
c30bf6f0e9,Wild Oats Pinot Grigio = v easy to drink,1
da908a6635,i have to poop...   is hogging the shitter,0
f67575d0e9," (2) in commentary  , I was with her, was sad, very sad",0
0d46954e4d,WHY DO I EVEN TRY... WHEN DEEP DOWN INSIDE I KNO THERE PAIN ON THE OTHER SIDE,0
449a9f66b7,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!",0
856e0ae5aa, britains got talent is rather disappointing this year,0
56a82e0dea,Heading home. Could really have done without banging my head on the way into the bus,0
5eb0ddc2c8, Bummer I know   LOL  I actually do more partying when i am in school then out of school..I think it somehow helps me..hahaha!,1
4200e8b73c,OMG - Madness Just Came On The Radio,0
32f4183741,Horrid dream. I suspect I will have to cancel my plans tonight...,0
6eef4f572c,the fact my room is so hot is making me feel sick,0
6f841de17d,Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,0
4246aba5de,morrrning. time for school. (: time to learn!,1
e9f9565ec3,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0
0cc16f71b1,There are bugs attacking my laptop,0
9df7f02404,http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,1
c3191e4e45,i think they play michael buble in Heaven. He`s that great.,1
0fccbe0299,Sitting in an empty yearbook room.  attempting to figure this asap out lol,1
8583448ab3,Haha how exciting  wat does it look like?!,1
645e740cb0," lmao...thats sad, kinda discourages me 4rom goin if the **** wack",0
e82fd9c0df,"party was awesome. soooo tired, bye. ps: happy momma`s day",1
b4927eca78,  i love you. don`t leave me!,1
1c5a4058c4, Don`t count on it,0
24b823556c,photo session + mother-daughters bonding session = happy me,1
2de0d81220,**** traffic. Going to be late!,0
c94e7297e1, why yes ... a bag of goodies  lol,1
6fb035959d," nigel really enjoyed it, but he`s got a big scratch on his side that inexplicably appeared afterwards...",1
e45e510516, Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,0
95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,1
9b5db85d83, had  a little family party tonight   hope it rocked,1
a0b91d02ba," haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",1
74dd5b893f,_ i`m in bed sick atm-been sick since yesterday   hru hun?,0
78dcea89e3,_sweetye I hope so,1
27829f7178, i wish i had friends i could spend the night with,0
95a552da8b,"btw. ear is getting better! its about time! finally - i say goodnight twitter world, (even though y`all are already asleep). xoxo",1
3289b3a9a5, lol! I thought it was pretty funny too!,1
48dfd91acb, yearling in pet home died... very sad for their whole family,0
f1c97d5bcb, hey u havent spoken to ur london bff for a while Whats up! wish i can vote  brody`s here soon ill tell him 2 vote 4u from me,1
b84964ff2d,On my way to LA. Running a little bit late,0
66ee76cbc4, lol... i`ve been in Bk for over a year... going on 2 and u haven`t come yet!!!,1
b3fa6e5c24, I always hope they will die out but then i see the the old ones and it makes me sad,0
1124f6f9a5,noone wants to talk to me  lol,0
369b8a1398,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",0
7b9faf935b, thankyou,1
a8d4f8e4cd, hey! Sorry I didn`t see ur message to me,0
36a8d427e6," it`s not a test to find cancer, it`s just some stuff in regards to; in this case, positive results would be a good thing",1
dbc3276148,"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",0
011809f662, and no I didn`t burn the eggs.  We had a blast and the food was great all weekend. We had an awesome carne asada too.,1
22691aa41c,"just came back from seeing the boat that rocked, it was an amazingly cool movie, definitely getting it on DVD once its out",1
1d568e14ea,Wowzer! It`s very windy. Not good for my allergies!!,0
0b4643d536,good morning twitterworld!  slept too less..,0
972394bef4,Using my old phone!  gosh! I miss this phone!,0
98069e1e28,"Bad day, just got worse...",0
d8a7d7c899,"i`m in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!",1
b5cb96708a,in rye..happy mothers day mums  ily mummy  lol,1
19d4c27675,I would love to sleep with pete Lmfao   jk,1
8b33bb8b18," Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",1
409f77a44c,I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,1
dc3bddad43,I miss laughing till my stomache hurts,0
a07afacc30,Oh man. I have been sick all night. I feel awful.,0
65d1a890e3, haha yay We love you too Mr. Shane Dawson,1
119c0b215e,  i love them too! they look so cute together,1
11158d742e,_58 I also like `Aasman ke paar shaayad`,1
84f17cea0c,is bored at work,0
0b31c01ce9,  I kinda want to smack that darn skeleton though.,0
7c49fb8446, Or he`s gonna chop you up into tiny bits - one of the two,0
709049e398,Good morning Twitter!,1
38b6a0f71b, i can so sympathise with that,0
e7d70b0d76," omginorite! I`d be all fancy and tophatted all the time, it`s really too bad I can`t grow a handlebar moustache..",0
79c57e46eb," Hey, sorry I got off last night!",0
c4fc7d7e3d," yeah she`s part lab, part spaniel.. all energy hehe but i love her to death",1
3bcc68f7f2, A pues bien small world small world. yo amo a la chiquita esa. she is such a great friend.,1
64faf882c1,Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,0
75c2b2c91f,The weather is so ugly n L.A... It`s really cold,0
eb80f7bb93,_Kate i know its heaps awesome. if your not working all weekend,1
7515fa3ca2,"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",0
1bbf83b0ce,"Good am all..: hanging out with ma dad 2day, looking for a job still..",1
d9d0f587a0, Thank you for FF,1
57c96276f3,Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,1
f5e3ae4806,I`m poorly and can`t sleep,0
392272a501,"sorry , i chili cheese dogged without you",0
f50fcc36b5," i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",1
2dff366260,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,0
d030631a4b,"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",1
8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,0
7a73386700," well at least they have good taste in art,cabinet appts.not so much",1
0e659fcc77, http://twitpic.com/4fnaa - haha love you two girl,1
377ce7bccd," oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover",0
1c66a422b6,So bored in chem n im super hungry! Ugh,0
a3d5127355,_anderson hehe   fun tweets !,1
060d3914fa,"Whoops! Start Trek,...not Start! Duh.",0
cfab7a12da," Sounds lovely, hope you have a great day",1
5eb31e181d," Nice! Elise rolled out  Thas wassup! Have fun, ladies!",1
7375cfdd5b, read your status update & just wanted 2 b sure I was on your follow list  Hope u r having a wondefl wkend Michael~blessings,1
416fd21ee2,alicias tonight? idkkkk. ughhh,0
23bd2618df, girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home,1
654536f90a,I somehow miss you.,0
412ce5f8f0,not so good mood..,0
b9b983a83c, YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,1
a4ba8cc407,_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,1
e84aa8b193,Yea!  Headed home to change and head over to Pelham.  Sad thought... suposed to be heading over there for the NKOTB concert...,0
c4bc1b4ad4,is sad because his tea and oatmeal are cold,0
2b71f1a8a9," Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",1
323e53905b, i bet they will be great bags! Can`t wait!,1
55c8eb75d1,ok.  i got my nails done to day an the are sweet.,1
92e19f588b," no I was trying to interview Dr Paul Twomey, CEO of ICANN. Phone issues cut the interview from 30 mins to 15.",0
3020e0246c, ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,1
9eab958c17,Mama? you`re the best thing that ever happen to me. thanks for everything  & and sorry for hurting you... I LOVE YOU!  <3,1
44fff30627,loves the smell of roast in the oven - thanks  for the ideas!,1
c9a52dee1f,"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",0
d3d8561006, Omg Beckky i love you! you should`ve won the 250G`s  i was rootin for you.. hows things going?,1
1a7b921e43,My dreams have been crushed...Spock does not like the ladies.,0
733e189924, such a great idea!,1
ed2a1be04b,we`re getting another puppy  ... not cool... really,0
972107b366,just said goodbye to the younger bro.  #misshimalready,0
a6ce8df167, That`s how it was for me in March...it came sooo slow..then it was over in a heartbeat,0
adebad3529,  hope your day gets better soon!!,1
7bc4f5b3f9,"#SanctuarySunday awesome news about the Leo Awards for Sanctuary, looks like they got 4 out of the 10 they were nomintated for, not bad!",1
e352e28416,"i really really hate biology , u______________________u",0
9752aa6ef0, Goodnight lolsz,1
54b8eded9a,Last week I had 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,1
bed4306d9b, How inconsiderate!,0
49ec6f804d,  u guys are soo unfair smh...,0
fd5e9cd698,  happy mommy day Teens-thanks FFF,1
a5dc8b6912, i have to tell you that i accidentally screwed up the layout of the lautner_daily community,0
ec45e7ac3b,needs to mug for Chinese A`s but doesn`t feel like it.,0
ae78cfb22e, Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother,1
0b20eef5b1,"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",1
4cd90579c9,implementing will_paginate  on my website; i love rails,1
d22019f8da,iPhone is doing that 'not opening downloaded apps' thing and I forgot my cord at home,0
cea5677a2b, thnx babe  just call me when u finish it....,1
ed1d6d2bdb,hollie steel on bgt was absolutely excruciating to watch...poor girl.,0
